time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2014-10-21T17:57:52Z,2457,0,0,0,0,0,95432939,5654,92284286,468,0,0,0,0,0,8047,0,0,0,0,0,0,0,316,9,0,3,1,8,0,0,0,0,0,0, ,0,0,0,0,0,0,8031,0,0,0,34359800611,5,34359751846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413913672008,3145728,0,0,1047616,0,0,227,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,8889180,9,0,0,0,1,0,0,7,99,332421464,-1,0,0,0,0,0,0,4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-21T17:58:52Z,2961,0,0,0,0,0,104645779,5654,101496622,468,0,0,0,0,0,8049,0,0,0,0,0,0,0,349,10,0,3,1,9,0,0,0,0,0,0, ,0,0,0,0,0,0,8032,0,0,0,34359800611,5,34359751846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413913672008,3145728,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,38,1,0,0,2048,1,9426358,9,0,0,0,0,1,247,6,127,361003688,-1,0,0,0,0,0,0,4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-21T17:59:52Z,2275,0,0,0,0,0,112063013,6150,108914542,468,0,0,0,0,0,7036,0,0,0,0,0,0,0,375,10,0,3,1,8,12,0,0,0,0,0, ,0,0,0,0,0,0,6023,0,0,0,42949716275,6,42949686438,1,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413913672008,3145728,0,0,1047576,0,1,245,1,2,1,0,0,3,2,0,0,0,0,0,0,38,1,0,0,2048,1,6900410,8,0,0,0,1,0,0,6,78,330897200,-1,0,0,0,0,0,0,3527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-21T18:00:52Z,2779,0,0,0,0,0,121426173,6398,118277198,468,0,0,0,0,0,10596,0,0,0,0,0,0,0,417,10,0,3,1,8,0,0,0,0,0,0, ,0,0,0,0,0,0,8032,0,0,0,42949716275,6,42949686438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413913672008,3145728,0,0,0,0,0,116,0,2,0,0,0,3,1,0,0,0,0,0,0,38,1,0,0,2048,1,8908269,9,0,0,0,0,0,0,5,83,651041032,-1,0,0,0,0,0,0,5277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-21T18:01:52Z,3101,0,0,0,0,0,132439891,7018,129290594,468,0,0,0,0,0,10761,0,0,0,0,0,0,0,459,10,0,3,1,8,13,0,0,0,0,0, ,0,0,0,0,0,0,8031,0,0,0,51539653455,7,51539625380,1,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413913672008,3145728,0,0,1046876,0,1,238,1,2,1,0,0,3,2,0,0,0,0,0,0,38,1,0,0,2048,1,11088478,12,0,0,0,1,0,0,6,107,494106296,-1,0,0,0,0,0,0,5383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5352,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-21T18:02:52Z,3605,0,0,0,0,0,140316299,7266,137166498,468,0,0,0,0,0,7327,0,0,0,0,0,0,0,488,10,0,3,1,8,0,0,0,0,0,0, ,0,0,0,0,0,0,6024,0,0,0,51539653455,7,51539625380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413913672008,3145728,0,0,0,0,0,122,0,2,0,0,0,3,1,0,0,0,0,0,0,38,1,0,0,2048,1,7862675,8,0,0,0,0,0,0,5,87,320021888,-1,0,0,0,0,0,0,3649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-21T18:03:52Z,2919,0,0,0,0,0,150814697,7886,147665582,468,0,0,0,0,0,8093,0,0,0,0,0,0,0,520,11,0,3,1,7,16,0,0,0,0,0, ,0,0,0,0,0,0,8032,0,0,0,60129598001,8,60129562734,1,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413913672008,3145728,0,0,1047460,0,1,207,1,2,1,0,0,3,2,0,0,0,0,0,0,38,1,0,0,2048,1,10053002,11,0,0,0,1,0,0,4,71,616014576,-1,0,0,0,0,0,0,4060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-21T18:04:52Z,3423,0,0,0,0,0,163786785,8134,160637166,468,0,0,0,0,0,10782,0,0,0,0,0,0,0,562,11,0,3,1,7,0,0,0,0,0,0, ,0,0,0,0,0,0,8031,0,0,0,60129598001,8,60129562734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413913672008,3145728,0,0,0,0,0,192,0,2,0,0,0,3,1,0,0,0,0,0,0,38,1,0,0,2048,1,13083654,13,0,0,0,0,0,0,6,115,726731680,-1,0,0,0,0,0,0,5370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-21T18:05:52Z,3241,0,0,0,0,0,175979875,8630,172830438,468,0,0,0,0,0,8238,0,0,0,0,0,0,0,595,11,0,3,1,7,12,0,0,0,0,0, ,0,0,0,0,0,0,8032,0,0,0,68719539275,9,68719497704,1,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413913672008,3145728,0,0,0,0,1,307,1,2,1,0,0,3,2,0,0,0,0,0,0,38,1,0,0,2048,1,12148059,13,0,0,0,0,0,0,4,73,729319824,-1,0,0,0,0,0,0,4124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-21T18:06:52Z,3745,0,0,0,0,0,184645443,8878,181495502,468,0,0,0,0,0,6035,0,0,0,0,0,0,0,618,11,0,3,1,7,0,0,0,0,0,0, ,0,0,0,0,0,0,6023,0,0,0,68719539275,9,68719497704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413913672008,3145728,0,0,0,0,0,120,0,2,0,0,0,3,1,0,0,0,0,0,0,38,1,0,0,2048,1,7851738,8,0,0,0,0,0,0,4,66,611454704,-1,0,0,0,0,0,0,3006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
